stream_row_id,engine_id,mission_id,timestamp_s,altitude_m,ambient_temp_C,pressure_kPa,air_density_kg_m3,throttle_pct,load_pct,rpm,air_mass_flow_kg_s,fuel_flow_kg_s,torque_Nm,power_W,cht_C,egt_C,oil_temperature_C,oil_pressure_bar,vibration_rms,battery_voltage_V,alternator_current_A,injection_timing_deg,expected_rpm,expected_cht_C,expected_egt_C,physics_residual_C
15536,ENGINE_001,72,536,2638.82,29.59,32.341,0.37216,62.18,61.01,2253.49,0.01937,0.00454,234.77,55402.2,150.95,686.81,75.6,3.731,1.4489,28.015,38.6,25.911,2244.27,141.66,670.98,9.3
15537,ENGINE_001,72,537,2638.06,29.57,32.353,0.37232,62.17,63.02,2235.75,0.01923,0.004495,226.67,53069.9,150.25,691.32,75.57,3.608,1.4276,27.958,39.55,25.858,2244.28,141.64,670.97,8.6
15538,ENGINE_001,72,538,2637.29,29.56,32.365,0.37247,62.16,61.74,2270.48,0.01954,0.004588,226.78,53920.3,153.67,705.15,76.3,3.741,1.3143,27.955,37.73,25.604,2244.28,141.63,670.95,12.04
15539,ENGINE_001,72,539,2636.53,29.55,32.377,0.37262,62.15,62.18,2230.23,0.0192,0.004631,225.51,52668.2,150.61,705.68,76.0,3.638,1.4007,28.007,38.69,25.845,2244.28,141.61,670.94,9.0
15540,ENGINE_001,72,540,2635.76,29.54,32.389,0.37277,62.13,64.89,2215.89,0.01908,0.004623,229.95,53358.6,150.49,698.59,76.45,3.738,1.3631,27.933,40.34,25.897,2244.28,141.6,670.92,8.89
15541,ENGINE_001,72,541,2635.0,29.53,32.401,0.37293,62.12,60.96,2239.12,0.01929,0.004591,228.08,53479.8,150.28,691.56,75.89,3.711,1.4813,28.209,38.33,26.093,2244.28,141.59,670.91,8.69
15542,ENGINE_001,72,542,2634.23,29.51,32.413,0.37308,62.11,62.92,2248.16,0.01938,0.00454,233.21,54904.6,150.64,710.46,76.88,3.716,1.3766,27.993,37.93,26.005,2244.29,141.57,670.9,9.06
15543,ENGINE_001,72,543,2633.46,29.5,32.425,0.37323,62.11,63.76,2228.33,0.01921,0.004545,225.93,52719.8,147.35,690.06,75.0,3.659,1.3665,28.038,39.48,25.764,2244.29,141.56,670.88,5.79
15544,ENGINE_001,72,544,2632.69,29.49,32.437,0.37339,62.1,59.93,2254.53,0.01945,0.004532,233.6,55152.1,148.55,702.43,75.47,3.705,1.3834,27.855,39.49,26.06,2244.29,141.55,670.87,7.0
15545,ENGINE_001,72,545,2631.92,29.48,32.449,0.37354,62.09,61.94,2266.97,0.01956,0.004613,229.49,54480.4,149.56,696.44,76.72,3.628,1.3316,28.115,39.39,25.901,2244.29,141.53,670.85,8.03
15546,ENGINE_001,72,546,2631.14,29.46,32.461,0.3737,62.08,62.09,2231.76,0.01927,0.004558,228.26,53347.0,152.49,694.05,74.94,3.721,1.3679,27.957,39.82,25.974,2244.29,141.52,670.84,10.97
15547,ENGINE_001,72,547,2630.37,29.45,32.474,0.37385,62.07,61.37,2237.46,0.01932,0.004546,228.32,53497.6,151.66,691.8,75.7,3.685,1.4379,28.051,38.45,25.795,2244.3,141.51,670.82,10.15
15548,ENGINE_001,72,548,2629.59,29.44,32.486,0.37401,62.06,64.51,2230.12,0.01927,0.004527,223.94,52299.0,152.41,705.22,75.92,3.642,1.3731,27.963,38.65,25.903,2244.3,141.49,670.81,10.92
15549,ENGINE_001,72,549,2628.82,29.43,32.498,0.37416,62.06,61.74,2238.77,0.01935,0.004515,221.9,52022.3,146.96,678.48,75.85,3.637,1.3793,28.185,38.87,25.649,2244.3,141.48,670.79,5.48
15550,ENGINE_001,72,550,2628.04,29.42,32.51,0.37432,62.05,63.4,2249.47,0.01945,0.00458,231.34,54496.0,150.47,678.63,75.27,3.717,1.4541,28.038,38.29,25.803,2244.3,141.47,670.78,9.01
15551,ENGINE_001,72,551,2627.26,29.4,32.522,0.37447,62.04,58.7,2229.41,0.01929,0.004638,229.67,53619.7,147.56,681.62,75.8,3.723,1.3641,27.982,38.41,25.83,2244.3,141.45,670.76,6.11
15552,ENGINE_001,72,552,2626.48,29.39,32.535,0.37463,62.04,61.2,2248.55,0.01946,0.004544,227.04,53460.1,147.27,692.1,74.64,3.731,1.367,27.906,37.9,25.873,2244.31,141.44,670.75,5.83
15553,ENGINE_001,72,553,2625.7,29.38,32.547,0.37478,62.03,62.98,2252.69,0.0195,0.004603,228.38,53875.3,150.54,701.09,75.87,3.715,1.3867,28.021,38.81,25.909,2244.31,141.43,670.73,9.11
15554,ENGINE_001,72,554,2624.92,29.37,32.559,0.37494,62.03,61.14,2237.75,0.01938,0.004462,223.47,52368.0,150.05,691.36,75.46,3.595,1.3653,28.161,39.06,26.113,2244.31,141.41,670.72,8.64
15555,ENGINE_001,72,555,2624.14,29.36,32.571,0.3751,62.02,60.27,2244.54,0.01945,0.004558,232.9,54742.3,151.76,713.84,75.43,3.707,1.4485,27.922,38.25,26.172,2244.31,141.4,670.7,10.36
15556,ENGINE_001,72,556,2623.36,29.35,32.584,0.37525,62.02,63.21,2256.66,0.01956,0.004608,227.19,53689.1,150.09,691.19,76.26,3.737,1.4738,28.116,38.85,25.619,2244.31,141.39,670.69,8.71
15557,ENGINE_001,72,557,2622.57,29.33,32.596,0.37541,62.01,60.73,2241.57,0.01944,0.00459,225.18,52859.0,150.39,687.62,77.12,3.662,1.4183,27.968,38.24,25.914,2244.32,141.37,670.68,9.02
15558,ENGINE_001,72,558,2621.79,29.32,32.608,0.37557,62.01,59.75,2226.29,0.01931,0.004577,228.2,53202.5,151.97,701.51,76.29,3.712,1.3743,27.998,39.48,25.927,2244.32,141.36,670.66,10.61
15559,ENGINE_001,72,559,2621.0,29.31,32.621,0.37572,62.01,61.75,2241.15,0.01945,0.004593,231.75,54389.6,150.13,702.97,74.74,3.686,1.444,27.916,37.41,25.88,2244.32,141.35,670.65,8.79
15560,ENGINE_001,72,560,2620.21,29.3,32.633,0.37588,62.01,63.24,2273.62,0.01974,0.004513,231.7,55167.2,149.95,699.08,75.9,3.724,1.504,28.109,40.29,25.936,2244.32,141.33,670.63,8.61
15561,ENGINE_001,72,561,2619.43,29.29,32.646,0.37604,62.0,64.69,2227.19,0.01935,0.004512,230.56,53774.4,150.52,704.58,75.08,3.645,1.415,27.919,39.94,25.758,2244.32,141.32,670.62,9.2
15562,ENGINE_001,72,562,2618.64,29.28,32.658,0.3762,62.0,61.41,2254.0,0.01959,0.004583,221.1,52187.2,150.66,673.98,76.72,3.814,1.4369,27.861,37.5,25.72,2244.33,141.31,670.6,9.35
15563,ENGINE_001,72,563,2617.85,29.26,32.67,0.37635,62.0,60.85,2265.4,0.01969,0.004536,225.49,53492.4,151.99,693.65,76.04,3.74,1.3934,27.99,38.42,25.915,2244.33,141.29,670.59,10.7
15564,ENGINE_001,72,564,2617.06,29.25,32.683,0.37651,62.0,64.85,2239.46,0.01948,0.004559,230.39,54030.2,151.55,710.24,75.41,3.68,1.4399,27.88,39.39,25.897,2244.33,141.28,670.57,10.27
15565,ENGINE_001,72,565,2616.27,29.24,32.695,0.37667,62.0,60.29,2248.82,0.01957,0.004517,231.13,54430.9,150.65,691.26,75.91,3.694,1.4004,27.925,40.35,26.024,2244.33,141.27,670.56,9.38
15566,ENGINE_001,72,566,2615.48,29.23,32.708,0.37683,62.0,61.75,2245.08,0.01954,0.004555,233.45,54886.2,151.41,705.83,74.37,3.674,1.4092,28.002,38.9,25.987,2244.34,141.25,670.54,10.15
15567,ENGINE_001,72,567,2614.69,29.22,32.72,0.37699,62.0,63.63,2219.48,0.01933,0.0046,223.68,51988.7,150.48,687.65,75.1,3.652,1.3962,28.218,37.97,25.744,2244.34,141.24,670.53,9.24
15568,ENGINE_001,72,568,2613.89,29.21,32.733,0.37714,62.0,59.92,2242.14,0.01953,0.004541,228.55,53661.7,150.5,701.72,75.84,3.779,1.3545,28.052,39.19,25.865,2244.34,141.23,670.52,9.27
15569,ENGINE_001,72,569,2613.1,29.19,32.745,0.3773,62.0,62.53,2257.03,0.01967,0.004529,221.96,52462.0,151.45,659.3,75.35,3.676,1.4171,28.02,38.04,25.866,2244.34,141.22,670.5,10.23
15570,ENGINE_001,72,570,2612.31,29.18,32.758,0.37746,62.0,61.22,2256.4,0.01967,0.004577,227.43,53739.1,149.88,696.53,75.41,3.741,1.3773,28.093,36.61,25.805,2244.34,141.2,670.49,8.68
15571,ENGINE_001,72,571,2611.51,29.17,32.77,0.37762,62.01,62.05,2247.41,0.0196,0.004608,229.38,53983.0,148.61,711.11,75.65,3.655,1.439,27.996,38.47,26.053,2244.35,141.19,670.47,7.42
15572,ENGINE_001,72,572,2610.72,29.16,32.783,0.37778,62.01,63.18,2234.28,0.0195,0.004557,231.55,54176.7,151.44,683.05,75.39,3.654,1.4002,27.945,39.01,25.973,2244.35,141.18,670.46,10.26
15573,ENGINE_001,72,573,2609.92,29.15,32.796,0.37794,62.01,61.08,2228.33,0.01945,0.004526,230.79,53853.9,151.1,696.31,75.77,3.685,1.4689,27.992,38.21,25.766,2244.35,141.16,670.44,9.93
15574,ENGINE_001,72,574,2609.13,29.14,32.808,0.3781,62.02,60.47,2248.2,0.01964,0.004629,226.69,53368.7,151.5,679.99,76.31,3.671,1.4924,27.826,37.83,26.071,2244.35,141.15,670.43,10.35
15575,ENGINE_001,72,575,2608.33,29.13,32.821,0.37826,62.02,60.86,2247.08,0.01963,0.004669,225.68,53105.8,152.96,671.67,76.01,3.679,1.4983,28.006,39.0,25.77,2244.35,141.14,670.42,11.82
15576,ENGINE_001,72,576,2607.53,29.11,32.833,0.37842,62.02,60.42,2230.04,0.01949,0.004598,224.34,52389.5,147.12,711.16,76.33,3.562,1.4959,27.807,38.03,25.981,2244.36,141.12,670.4,6.0
15577,ENGINE_001,72,577,2606.73,29.1,32.846,0.37858,62.03,61.44,2231.84,0.01952,0.004583,228.44,53391.1,152.81,695.37,74.85,3.718,1.4955,28.11,39.5,25.672,2244.36,141.11,670.39,11.7
15578,ENGINE_001,72,578,2605.94,29.09,32.859,0.37874,62.03,62.14,2242.45,0.01962,0.004573,226.46,53180.1,151.93,682.68,76.77,3.67,1.359,28.17,39.8,25.944,2244.36,141.1,670.37,10.83
15579,ENGINE_001,72,579,2605.14,29.08,32.871,0.3789,62.04,61.13,2248.54,0.01968,0.004494,222.25,52331.3,149.64,695.53,75.4,3.72,1.5325,27.908,38.75,25.839,2244.36,141.09,670.36,8.56
15580,ENGINE_001,72,580,2604.34,29.07,32.884,0.37905,62.04,63.75,2220.44,0.01944,0.004559,227.83,52975.3,151.71,686.34,75.49,3.664,1.5379,27.99,38.12,25.915,2244.36,141.07,670.35,10.64
15581,ENGINE_001,72,581,2603.54,29.06,32.897,0.37921,62.05,63.59,2231.59,0.01955,0.004596,222.62,52024.3,154.24,696.22,75.74,3.667,1.4198,28.009,39.18,25.972,2244.37,141.06,670.33,13.18
15582,ENGINE_001,72,582,2602.74,29.05,32.909,0.37937,62.06,62.16,2226.12,0.01951,0.004592,230.89,53824.6,150.82,707.09,76.92,3.77,1.4446,27.927,39.01,26.132,2244.37,141.05,670.32,9.77
15583,ENGINE_001,72,583,2601.94,29.04,32.922,0.37953,62.06,60.82,2236.87,0.01961,0.004523,228.52,53528.5,147.52,694.16,76.53,3.728,1.4123,27.853,39.38,25.986,2244.37,141.03,670.3,6.48
15584,ENGINE_001,72,584,2601.14,29.03,32.935,0.37969,62.07,62.24,2245.31,0.01969,0.004512,229.31,53917.6,150.16,688.57,76.12,3.756,1.4612,27.93,37.87,26.048,2244.37,141.02,670.29,9.14
15585,ENGINE_001,72,585,2600.34,29.02,32.947,0.37985,62.08,64.76,2248.13,0.01973,0.004588,228.04,53687.0,152.44,701.9,76.58,3.707,1.3694,28.204,39.55,25.885,2244.37,141.01,670.28,11.43
15586,ENGINE_001,72,586,2599.54,29.0,32.96,0.38001,62.09,63.32,2232.49,0.0196,0.004618,230.78,53953.1,151.48,676.3,77.09,3.687,1.4604,28.048,38.29,26.088,2244.38,141.0,670.26,10.48
15587,ENGINE_001,72,587,2598.74,28.99,32.973,0.38018,62.1,59.73,2251.41,0.01977,0.004529,226.95,53506.7,148.15,711.68,75.79,3.647,1.4727,27.971,38.73,25.926,2244.38,140.98,670.25,7.16
15588,ENGINE_001,72,588,2597.94,28.98,32.985,0.38034,62.11,63.31,2237.76,0.01966,0.004607,228.19,53474.1,151.67,678.53,76.91,3.641,1.4743,27.87,40.03,25.906,2244.38,140.97,670.23,10.69
15589,ENGINE_001,72,589,2597.14,28.97,32.998,0.3805,62.11,60.85,2231.2,0.01961,0.004593,231.05,53984.4,149.36,681.01,76.77,3.687,1.4907,27.979,38.8,26.027,2244.38,140.96,670.22,8.4
15590,ENGINE_001,72,590,2596.34,28.96,33.011,0.38066,62.12,62.09,2269.67,0.01996,0.004553,228.59,54331.7,153.09,695.88,75.26,3.754,1.5155,28.055,39.03,25.843,2244.39,140.95,670.21,12.14
15591,ENGINE_001,72,591,2595.53,28.95,33.024,0.38082,62.14,61.52,2257.11,0.01986,0.004578,219.44,51868.0,150.53,697.69,74.9,3.812,1.3516,27.953,38.86,25.959,2244.39,140.93,670.19,9.59
15592,ENGINE_001,72,592,2594.73,28.94,33.036,0.38098,62.15,64.12,2225.84,0.01959,0.004659,225.2,52490.9,150.26,704.81,75.14,3.696,1.499,27.856,37.9,26.104,2244.39,140.92,670.18,9.33
15593,ENGINE_001,72,593,2593.93,28.93,33.049,0.38114,62.16,58.73,2250.28,0.01981,0.004548,228.35,53809.9,150.87,688.9,75.73,3.678,1.4213,27.858,37.29,26.193,2244.39,140.91,670.16,9.96
15594,ENGINE_001,72,594,2593.13,28.92,33.062,0.3813,62.17,61.47,2245.44,0.01978,0.004581,225.28,52973.0,149.84,697.7,75.49,3.754,1.4887,27.785,38.7,26.07,2244.39,140.9,670.15,8.94
15595,ENGINE_001,72,595,2592.33,28.91,33.075,0.38146,62.18,60.33,2266.01,0.01997,0.004492,228.28,54169.1,150.11,699.79,75.47,3.728,1.4621,27.985,38.51,25.943,2244.4,140.88,670.14,9.22
15596,ENGINE_001,72,596,2591.52,28.9,33.087,0.38162,62.19,64.86,2245.66,0.0198,0.004611,223.49,52556.2,148.67,704.03,75.05,3.733,1.4166,28.014,39.16,25.998,2244.4,140.87,670.12,7.8
15597,ENGINE_001,72,597,2590.72,28.89,33.1,0.38178,62.21,63.72,2255.05,0.01989,0.004592,230.89,54524.6,151.07,690.75,77.41,3.756,1.4648,27.863,39.49,26.075,2244.4,140.86,670.11,10.21
15598,ENGINE_001,72,598,2589.92,28.88,33.113,0.38194,62.22,60.7,2261.9,0.01996,0.004474,227.6,53911.1,150.93,693.2,74.14,3.736,1.5565,27.961,39.64,25.918,2244.4,140.85,670.1,10.09
15599,ENGINE_001,72,599,2589.12,28.87,33.126,0.3821,62.23,62.53,2254.75,0.0199,0.004583,229.02,54075.0,150.1,694.19,76.22,3.69,1.4839,28.084,37.54,26.114,2244.4,140.84,670.08,9.26
15600,ENGINE_001,72,600,2588.32,28.86,33.139,0.38226,62.25,62.99,2203.19,0.01945,0.004574,230.81,53252.2,150.68,699.48,75.6,3.655,1.4889,27.872,37.43,25.907,2244.41,140.82,670.07,9.86
15601,ENGINE_001,72,601,2587.51,28.85,33.151,0.38242,62.26,63.59,2264.92,0.02001,0.004451,229.11,54341.9,148.44,702.47,75.54,3.673,1.3794,28.136,39.1,26.038,2244.41,140.81,670.06,7.63
15602,ENGINE_001,72,602,2586.71,28.84,33.164,0.38258,62.28,64.63,2247.69,0.01986,0.004607,225.75,53136.4,153.29,686.7,75.16,3.736,1.4468,28.139,41.11,25.845,2244.41,140.8,670.04,12.49
15603,ENGINE_001,72,603,2585.91,28.83,33.177,0.38274,62.29,63.7,2245.41,0.01985,0.004604,225.78,53090.8,148.28,689.1,74.13,3.674,1.4777,27.898,38.53,26.038,2244.41,140.79,670.03,7.49
15604,ENGINE_001,72,604,2585.11,28.82,33.19,0.3829,62.31,62.85,2244.53,0.01985,0.004591,229.94,54046.0,152.49,683.86,75.45,3.66,1.4156,27.986,39.23,26.269,2244.41,140.77,670.02,11.72
15605,ENGINE_001,72,605,2584.31,28.81,33.203,0.38306,62.32,61.7,2227.29,0.01971,0.004613,226.76,52889.0,149.0,683.48,74.7,3.646,1.4329,28.0,37.81,26.019,2244.42,140.76,670.0,8.24
15606,ENGINE_001,72,606,2583.51,28.8,33.215,0.38322,62.34,62.75,2248.46,0.0199,0.004498,229.28,53985.4,150.45,685.69,76.01,3.679,1.4721,28.075,38.76,25.976,2244.42,140.75,669.99,9.7
15607,ENGINE_001,72,607,2582.7,28.79,33.228,0.38338,62.36,62.74,2262.16,0.02003,0.004572,222.58,52727.1,151.09,693.37,76.82,3.702,1.5124,28.219,39.68,26.24,2244.42,140.74,669.98,10.35
15608,ENGINE_001,72,608,2581.9,28.78,33.241,0.38354,62.37,63.82,2230.71,0.01976,0.004527,229.27,53558.2,151.55,697.42,75.21,3.723,1.3313,27.838,38.74,26.279,2244.42,140.73,669.96,10.82
15609,ENGINE_001,72,609,2581.1,28.77,33.254,0.3837,62.39,60.52,2233.64,0.0198,0.004539,228.02,53334.2,154.33,700.53,75.37,3.718,1.4498,28.147,37.59,26.243,2244.43,140.72,669.95,13.62
15610,ENGINE_001,72,610,2580.3,28.76,33.267,0.38386,62.41,63.45,2231.73,0.01979,0.004615,224.02,52354.0,151.56,694.47,74.63,3.665,1.4758,28.052,38.38,26.16,2244.43,140.7,669.94,10.86
15611,ENGINE_001,72,611,2579.5,28.75,33.279,0.38402,62.43,62.0,2264.14,0.02009,0.004567,224.24,53168.1,151.72,714.94,75.5,3.739,1.51,28.097,40.13,25.9,2244.43,140.69,669.92,11.03
15612,ENGINE_001,72,612,2578.7,28.74,33.292,0.38418,62.45,61.24,2237.72,0.01986,0.004595,229.49,53777.9,150.98,678.84,76.74,3.711,1.5515,27.908,39.28,26.008,2244.43,140.68,669.91,10.3
15613,ENGINE_001,72,613,2577.9,28.73,33.305,0.38434,62.46,62.68,2220.72,0.01972,0.004628,226.94,52776.4,151.21,675.28,76.57,3.579,1.5635,28.121,38.09,26.094,2244.43,140.67,669.9,10.54
15614,ENGINE_001,72,614,2577.1,28.72,33.318,0.3845,62.48,60.87,2239.89,0.01989,0.00463,225.35,52857.2,152.1,696.21,75.52,3.749,1.5925,27.835,40.3,26.056,2244.44,140.66,669.88,11.44
15615,ENGINE_001,72,615,2576.31,28.71,33.331,0.38466,62.5,62.29,2231.74,0.01983,0.004509,227.3,53122.5,148.9,694.81,77.04,3.748,1.5419,28.121,38.52,26.055,2244.44,140.65,669.87,8.26
15616,ENGINE_001,72,616,2575.51,28.7,33.343,0.38482,62.52,62.87,2258.98,0.02008,0.00462,232.63,55030.2,149.9,696.53,76.0,3.712,1.4668,28.134,38.37,25.981,2244.44,140.63,669.86,9.27
15617,ENGINE_001,72,617,2574.71,28.69,33.356,0.38498,62.54,62.4,2253.09,0.02004,0.004528,231.25,54562.0,151.44,690.59,75.86,3.686,1.3888,28.01,41.17,26.123,2244.44,140.62,669.85,10.82
15618,ENGINE_001,72,618,2573.91,28.68,33.369,0.38514,62.57,62.82,2234.54,0.01988,0.004598,225.76,52827.7,151.49,694.52,74.48,3.674,1.5271,28.083,40.53,25.958,2244.44,140.61,669.83,10.88
15619,ENGINE_001,72,619,2573.12,28.67,33.382,0.3853,62.59,64.16,2229.16,0.01984,0.004568,225.18,52566.1,151.98,673.96,75.42,3.698,1.5887,28.253,39.62,25.907,2244.45,140.6,669.82,11.38
15620,ENGINE_001,72,620,2572.32,28.66,33.394,0.38546,62.61,63.93,2228.25,0.01984,0.00451,228.33,53279.6,150.09,691.18,74.93,3.653,1.5382,27.96,39.11,26.064,2244.45,140.59,669.81,9.5
15621,ENGINE_001,72,621,2571.52,28.65,33.407,0.38562,62.63,64.86,2238.91,0.01994,0.004598,230.3,53994.8,150.84,699.33,75.2,3.71,1.6003,27.907,40.02,25.981,2244.45,140.58,669.8,10.26
15622,ENGINE_001,72,622,2570.73,28.64,33.42,0.38578,62.65,63.29,2242.0,0.01998,0.004519,228.15,53565.1,152.85,686.71,74.63,3.655,1.5386,28.111,40.22,25.94,2244.45,140.57,669.78,12.29
15623,ENGINE_001,72,623,2569.93,28.63,33.433,0.38594,62.68,64.72,2247.07,0.02003,0.004602,227.93,53635.8,152.41,691.48,75.51,3.643,1.443,28.172,40.93,26.011,2244.45,140.55,669.77,11.85
15624,ENGINE_001,72,624,2569.14,28.62,33.446,0.3861,62.7,63.39,2256.65,0.02013,0.004552,228.73,54053.6,149.98,708.14,76.65,3.726,1.3937,28.101,37.71,26.178,2244.46,140.54,669.76,9.44
15625,ENGINE_001,72,625,2568.34,28.62,33.458,0.38626,62.72,65.3,2232.88,0.01995,0.004553,231.5,54130.2,148.79,696.72,75.38,3.744,1.5068,27.875,38.92,25.886,2247.43,141.0,670.93,7.79
15626,ENGINE_001,72,626,2567.55,28.61,33.471,0.38642,62.75,62.09,2251.79,0.0201,0.004515,225.76,53236.0,150.61,700.64,74.87,3.682,1.4482,27.935,39.79,25.952,2244.46,140.52,669.73,10.09
15627,ENGINE_001,72,627,2566.76,28.6,33.484,0.38657,62.77,61.04,2239.88,0.02,0.004553,230.93,54167.6,150.48,706.33,75.08,3.68,1.4392,27.995,38.77,26.254,2244.46,140.51,669.72,9.97
15628,ENGINE_001,72,628,2565.97,28.59,33.496,0.38673,62.8,62.73,2247.46,0.02008,0.004546,225.86,53156.3,149.51,708.74,76.93,3.752,1.5469,28.081,38.3,26.139,2244.47,140.5,669.71,9.01
15629,ENGINE_001,72,629,2565.18,28.58,33.509,0.38689,62.82,61.98,2242.0,0.02004,0.004585,227.92,53511.8,151.39,681.43,74.86,3.663,1.5946,28.059,38.43,26.158,2244.47,140.49,669.7,10.9
15630,ENGINE_001,72,630,2564.39,28.57,33.522,0.38705,62.85,64.46,2205.72,0.01972,0.004514,227.32,52506.0,151.06,694.58,74.47,3.648,1.5362,28.019,39.6,26.083,2244.47,140.48,669.68,10.58
15631,ENGINE_001,72,631,2563.6,28.56,33.535,0.38721,62.87,61.62,2234.63,0.01999,0.004646,228.89,53562.3,150.63,697.27,76.12,3.613,1.5528,27.909,38.19,25.788,2244.47,140.47,669.67,10.16
15632,ENGINE_001,72,632,2562.81,28.55,33.547,0.38736,62.9,63.66,2224.7,0.01991,0.004528,229.06,53363.5,150.99,695.32,76.62,3.609,1.5455,28.042,39.74,26.075,2244.47,140.46,669.66,10.53
15633,ENGINE_001,72,633,2562.02,28.55,33.56,0.38752,62.92,62.71,2242.8,0.02008,0.004557,231.87,54458.9,152.44,705.18,74.31,3.738,1.5165,28.197,38.02,26.153,2244.48,140.44,669.65,12.0
15634,ENGINE_001,72,634,2561.23,28.54,33.573,0.38768,62.95,63.35,2246.79,0.02012,0.004576,231.78,54534.8,150.69,695.83,75.93,3.759,1.4825,27.839,39.43,25.893,2244.48,140.43,669.64,10.26
15635,ENGINE_001,72,635,2560.45,28.53,33.585,0.38784,62.98,62.63,2235.57,0.02003,0.004601,225.92,52890.9,150.77,686.82,75.27,3.682,1.6193,27.935,39.14,26.148,2244.48,140.42,669.62,10.35
15636,ENGINE_001,72,636,2559.66,28.52,33.598,0.38799,63.01,61.14,2228.83,0.01998,0.004522,231.07,53933.3,152.19,693.47,74.74,3.704,1.4132,27.881,37.24,26.072,2244.48,140.41,669.61,11.78
15637,ENGINE_001,72,637,2558.88,28.51,33.611,0.38815,63.03,63.48,2248.83,0.02016,0.004538,231.36,54484.3,149.74,695.55,76.47,3.649,1.4608,27.866,39.49,26.152,2244.48,140.4,669.6,9.34
15638,ENGINE_001,72,638,2558.09,28.5,33.623,0.38831,63.06,63.21,2204.31,0.01977,0.004532,225.39,52027.9,151.69,690.81,74.94,3.673,1.5755,28.059,37.73,26.098,2244.49,140.39,669.59,11.3
15639,ENGINE_001,72,639,2557.31,28.49,33.636,0.38846,63.09,63.31,2262.08,0.0203,0.004535,235.05,55679.8,153.14,709.91,74.78,3.742,1.5336,27.983,40.83,26.054,2244.49,140.38,669.58,12.76
15640,ENGINE_001,72,640,2556.53,28.49,33.649,0.38862,63.12,65.27,2259.2,0.0203,0.004583,231.81,54842.9,148.95,686.1,74.8,3.765,1.4647,27.978,39.06,26.136,2247.17,140.79,670.64,8.16
15641,ENGINE_001,72,641,2555.75,28.48,33.661,0.38878,63.15,63.54,2254.32,0.02025,0.004534,229.22,54112.3,150.24,690.84,75.43,3.724,1.634,27.902,37.47,26.077,2244.49,140.36,669.55,9.88
15642,ENGINE_001,72,642,2554.97,28.47,33.674,0.38893,63.18,63.58,2234.81,0.02008,0.00462,231.4,54155.0,152.08,689.62,74.72,3.654,1.5421,28.065,39.23,26.135,2244.49,140.35,669.54,11.73
15643,ENGINE_001,72,643,2554.19,28.46,33.686,0.38909,63.21,66.56,2277.8,0.0206,0.004751,241.12,57514.2,151.38,709.54,78.15,3.695,1.544,28.116,41.33,25.934,2260.14,142.8,675.79,8.58
15644,ENGINE_001,72,644,2553.41,28.45,33.699,0.38924,63.24,63.97,2279.65,0.0205,0.004555,232.56,55518.3,152.2,696.19,76.03,3.8,1.5324,28.069,37.91,25.847,2244.5,140.33,669.52,11.87
15645,ENGINE_001,72,645,2552.63,28.45,33.712,0.3894,63.27,63.56,2253.79,0.02027,0.004668,226.47,53450.2,149.46,704.96,74.78,3.7,1.5529,28.105,39.05,26.047,2244.5,140.32,669.51,9.14
15646,ENGINE_001,72,646,2551.86,28.44,33.724,0.38955,63.3,64.06,2233.32,0.0201,0.004566,228.83,53516.7,150.49,679.07,76.21,3.662,1.4114,28.062,38.0,26.165,2244.5,140.31,669.5,10.18
15647,ENGINE_001,72,647,2551.08,28.43,33.737,0.38971,63.33,63.97,2226.84,0.02005,0.0046,228.2,53214.3,152.31,707.86,75.05,3.694,1.5269,28.038,40.2,26.11,2244.5,140.3,669.48,12.02
15648,ENGINE_001,72,648,2550.31,28.42,33.749,0.38986,63.36,63.57,2243.3,0.0202,0.004575,226.88,53298.3,150.0,706.74,75.48,3.677,1.6162,27.924,39.39,26.148,2244.51,140.29,669.47,9.71
15649,ENGINE_001,72,649,2549.53,28.42,33.762,0.39002,63.4,63.29,2250.71,0.02028,0.004561,235.55,55516.6,149.52,715.5,76.6,3.774,1.5282,27.948,39.78,26.101,2244.51,140.28,669.46,9.24
15650,ENGINE_001,72,650,2548.76,28.41,33.774,0.39017,63.43,64.66,2242.33,0.02021,0.004591,225.97,53061.3,150.83,682.65,75.77,3.726,1.5919,27.856,41.05,25.871,2244.51,140.27,669.45,10.56
15651,ENGINE_001,72,651,2547.99,28.4,33.787,0.39033,63.46,61.26,2257.05,0.02035,0.004543,226.31,53491.0,149.6,694.54,76.18,3.742,1.549,28.105,37.93,26.187,2244.51,140.26,669.44,9.34
15652,ENGINE_001,72,652,2547.22,28.39,33.799,0.39048,63.49,64.61,2238.48,0.02019,0.00456,226.5,53094.6,151.33,681.48,76.3,3.624,1.5948,27.946,39.68,26.27,2244.51,140.25,669.43,11.08
15653,ENGINE_001,72,653,2546.45,28.39,33.812,0.39063,63.53,61.98,2250.0,0.0203,0.004609,231.1,54452.7,149.89,695.74,74.97,3.736,1.6306,27.887,40.27,26.294,2244.52,140.24,669.42,9.65
15654,ENGINE_001,72,654,2545.69,28.38,33.824,0.39079,63.56,64.95,2256.32,0.02037,0.004571,227.98,53868.0,152.3,697.22,74.32,3.738,1.4535,27.788,39.97,26.245,2244.52,140.23,669.41,12.07
15655,ENGINE_001,72,655,2544.92,28.37,33.836,0.39094,63.59,63.92,2236.13,0.02019,0.004468,224.46,52561.0,152.4,708.3,75.01,3.712,1.5835,27.976,40.67,26.131,2244.52,140.22,669.4,12.17
